Año,Fecha,Latitud,Longitud,Título de la Noticia,Muertos,URL
2011, 18 de Diciembre  ,25.647326,-100.094528, Tiran en Ju&#225;rez a dos ejecutados ,2, http://www.elnorte.com/seguridad/Articulo/665/1329329/
2011, 8 de Diciembre  ,25.647326,-100.094528, Caen 18 de narcobanda ,0, http://www.elnorte.com/seguridad/Articulo/663/1325964/
2011, 5 de Diciembre  ,25.701272,-100.300687, Matan a hombre luego de bajarlo de un veh&#237;culo ,1, http://www.elnorte.com/seguridad/Articulo/663/1324631/
2011, 22 de Diciembre  ,25.710743,-100.346983, Asesinan de dos balazos a gerente de refaccionaria ,1, http://www.elnorte.com/seguridad/Articulo/666/1330812/
2011, 21 de Diciembre  ,25.64786,-100.274847, Lo ejecutan de 4 tiros afuera del Santa Luc&#237;a ,1, http://www.elnorte.com/seguridad/Articulo/666/1330031/
2011, 16 de Diciembre  ,25.663452,-100.281747, Ejecutan a una pareja y la encajuelan en  ,2, http://www.elnorte.com/seguridad/Articulo/665/1328777/
2011, 12 de Diciembre  ,25.708256,-100.320322, Acribillan a pareja ,2, http://www.elnorte.com/seguridad/Articulo/664/1327185/
2011, 12 de Diciembre  ,25.673211,-100.309201, Lo tiran de un auto y ejecutan ,1, http://www.elnorte.com/seguridad/Articulo/664/1327186/
2011, 8 de Diciembre  ,25.71412,-100.242747, Corren a vecinas para cometer ejecuci&#243;n ,1, http://www.elnorte.com/seguridad/Articulo/663/1325935/
2011, 8 de Diciembre  ,25.605347,-100.267797, Balean frente a Sedena a 3 con veh&#237;culo robado ,3, http://www.elnorte.com/seguridad/Articulo/663/1325938/
2011, 5 de Diciembre  ,25.738467,-100.407831, Balean a abogado en Avenida Leones ,1, http://www.elnorte.com/seguridad/Articulo/663/1324633/
2011, 22 de Diciembre  ,25.647005,-100.26743, Torturan y ejecutan a uno en Cadereyta ejecutan y tiran cuerpos,1, http://www.elnorte.com/seguridad/Articulo/666/1330823/
2011, 20 de Diciembre  ,25.712011,-100.194841, Persiguen y matan a menor de 16 a&#241;os ,1, http://www.elnorte.com/seguridad/Articulo/666/1330063/
2011, 19 de Diciembre  ,25.686984,-100.209134, Ejecutan en taxi a dos hermanos ,2, http://www.elnorte.com/seguridad/Articulo/665/1329712/
2011, 5 de Diciembre  ,25.647005,-100.26743, Matan a balazos y pedradas a dos ,2, http://www.elnorte.com/seguridad/Articulo/663/1324233/
2011, 22 de Diciembre  ,25.772789,-100.266322, Busca latas en un arroyo y encuentra un calcinado ,1, http://www.elnorte.com/seguridad/Articulo/666/1330817/
2011, 21 de Diciembre  ,25.803929,-100.352596, Le queman casa luego lo decapitan,1, http://www.elnorte.com/seguridad/Articulo/666/1330413/
2011, 8 de Diciembre  ,25.800237,-100.416357, Localizan en brecha a hombre ejecutado ,1, http://www.elnorte.com/seguridad/Articulo/663/1325958/
2011, 4 de Diciembre  ,25.892745,-100.106047, Hallan en fosas restos humanos ,1, http://www.elnorte.com/seguridad/Articulo/663/1324228/
2011, 18 de Diciembre  ,25.955113,-100.163749, Levantan a vecino; asesinan a ni&#241;o de siete a&#241;os ,1, http://www.elnorte.com/seguridad/Articulo/665/1329338/
2011, 12 de Diciembre  ,25.936697,-100.362373, Hallan a tres ejecutados en El Carmen ,3, http://www.elnorte.com/seguridad/Articulo/664/1327133/
2011, 17 de Diciembre  ,24.100739,-99.817931, Mata a conductor por reclamo vial ,1, http://www.elnorte.com/seguridad/Articulo/665/1329095/
2011, 5 de Diciembre  ,25.808921,-100.597923, Ejecutan a mujer de 7 tiros ,1, http://www.elnorte.com/seguridad/Articulo/663/1324676/
2011, 21 de Diciembre  ,25.470119,-100.189937, Ejecutan a ex tr&#225;nsito en Santiago ,1, http://www.elnorte.com/seguridad/Articulo/666/1330463/
2011, 17 de Diciembre  ,25.183496,-99.829679, Lo ejecutan de 6 balazos ,1, http://www.elnorte.com/seguridad/Articulo/665/1329097/
2011, 4 de Diciembre  ,25.183496,-99.829679, Asesinan a 4 y los queman en camioneta ,4, http://www.elnorte.com/seguridad/Articulo/663/1324226/
2011, 25 de Diciembre  ,25.593517,-99.990181, Ejecutan a una mujer en Cadereyta ,1, http://www.elnorte.com/seguridad/Articulo/666/1331410/
2011, 20 de Diciembre  ,25.593517,-99.990181, Torturan y ejecutan a uno en Cadereyta ,1, http://www.elnorte.com/seguridad/Articulo/666/1330030/
2011, 5 de Diciembre  ,25.564538,-100.021283, Encuentran enterrado a un joven ejecutado ,1, http://www.elnorte.com/seguridad/Articulo/663/1324638/
2011, 5 de Diciembre  ,26.506905,-100.179453, Abaten a uno en Sabinas ,1, http://www.elnorte.com/seguridad/Articulo/663/1324675/
2011, 9 de Noviembre  ,25.87652,-100.027537, Calcinan un cuerpo en quinta de Mar&#237;n ,1, http://www.elnorte.com/seguridad/Articulo/658/1314909/
2011, 6 de Noviembre  ,25.680313,-100.41788, Tiran en plaza a un decapitado ,1, http://www.elnorte.com/seguridad/articulo/657/1313649/
