Año,Fecha,Latitud,Longitud,Título de la Noticia,Muertos,URL
2013, 29 de Noviembre  ,25.7802165,-100.3161126, Ejecutan a mujer en bar de Escobedo ,1, http://www.elnorte.com/seguridad/Articulo/776/1550943/
2013, 25 de Noviembre  ,25.699507,-100.472803, Abate AEI a sospechoso ,1, http://www.elnorte.com/seguridad/articulo/775/1549583/
2013, 13 de Noviembre  ,25.250811,-99.676941, Lo matan al llegar a velorio ,1, http://www.elnorte.com/seguridad/Articulo/773/1545846/
2013, 9 de Noviembre  ,25.593233,-100.000305, Y matan a uno en Cadereyta ,1, http://www.elnorte.com/seguridad/articulo/773/1544654/
2013, 24 de Octubre    ,25.662649,-100.116649, Va a ver a su novia y sicarios lo ejecutan ,1, http://www.elnorte.com/seguridad/articulo/770/1539711/
2013, 22 de Octubre    ,25.643785,-100.109128, Hallan en Ju&#225;rez un descuartizado ,1, http://www.elnorte.com/seguridad/articulo/770/1538982/
2013, 17 de Octubre    ,25.633189,-100.092659, Ejecutan a alba&#241;il de 8 tiros en Ju&#225;rez  ,1, http://www.elnorte.com/seguridad/articulo/769/1537381/
2013, 14 de Octubre    ,25.622383,-100.0954, Lo matan de 5 balazos ,1, http://www.elnorte.com/seguridad/articulo/769/1536367/
2013, 6 de Octubre    ,25.674175,-100.086737, Matan sicarios y tiran atado a levantado ,1, http://www.elnorte.com/seguridad/articulo/767/1533760/
2013, 11 de Octubre    ,25.744259,-100.301169, Discute y lo matan afuera de bar ,1, http://www.elnorte.com/seguridad/articulo/768/1535606/
2013, 3 de Octubre    ,25.735381,-100.3090981, Ri&#241;e en restaurante; sale y lo ejecutan ,1, http://www.elnorte.com/seguridad/Articulo/767/1532863/
2013, 30 de Octubre    ,25.638064,-100.30141, Fusilan a mujer tras torturarla ,1, http://www.elnorte.com/seguridad/articulo/771/1541531/
2013, 23 de Octubre    ,25.636351,-100.3046076, Ejecutan a joven 2 encapuchados ,1, http://www.elnorte.com/seguridad/Articulo/770/1539357/
2013, 18 de Octubre    ,25.697917,-100.33034,  Mueren dos tras ataque a balazos   ,2, http://www.elnorte.com/seguridad/articulo/770/1538016/
2013, 13 de Octubre    ,25.66553,-100.29714, Hallan cuerpo descuartizado ,1, http://www.elnorte.com/seguridad/articulo/769/1536064/
2013, 10 de Octubre    ,25.690941,-100.319799, Muere en hospital tras ser baleado ,1, http://www.elnorte.com/seguridad/articulo/768/1535228/
2013, 5 de Octubre    ,25.6918835,-100.3140082, Lo matan de 2 tiros frente a su hermano ,1, http://www.elnorte.com/seguridad/Articulo/767/1533499/
2013, 3 de Octubre    ,25.6401151,-100.3013829,  Ejecutan a mujer; le hallan narcon&#243;mina  ,1, http://www.elnorte.com/seguridad/Articulo/767/1532864/
2013, 22 de Octubre    ,25.679723,-100.223626, Dan muerte de 8 balazos a un ex reo ,1, http://www.elnorte.com/seguridad/articulo/770/1538989/
2013, 21 de Octubre    ,25.702514,-100.25165, No merec&#237;an morir as&#237; ,2, http://www.elnorte.com/seguridad/articulo/770/1538636/
2013, 20 de Octubre    ,25.789362,-100.253817, Muere otro baleado en fiesta de Apodaca ,1, http://www.elnorte.com/seguridad/articulo/770/1538321/
2013, 18 de Octubre    ,25.789362,-100.253817, Mueren dos tras ataque a balazos  ,2, http://www.elnorte.com/seguridad/articulo/770/1538016/
2013, 16 de Octubre    ,25.73502,-100.190334, Balean a 3; muere una joven ,1, http://www.elnorte.com/seguridad/articulo/769/1537074/
2013, 9 de Octubre    ,25.7379,-100.083046, Le atan manos y le dan tiro de gracia ,1, http://www.elnorte.com/seguridad/articulo/768/1534798/
2013, 2 de Octubre    ,25.736132,-100.188704, Lo matan a un d&#237;a de salir del Penal ,1, http://www.elnorte.com/seguridad/articulo/767/1532535/
2013, 21 de Octubre    ,25.796221,-100.299189, Muere un hombre que es baleado en Escobedo ,1, http://www.elnorte.com/seguridad/articulo/770/1538988/
2013, 16 de Octubre    ,25.796259,-100.612257, Ejecutan a taxista al llegar a su casa ,1, http://www.elnorte.com/seguridad/articulo/769/1537044/
2013, 4 de Octubre    ,25.6685405,-100.4615679, Matan a joven ligado a crimen de polic&#237;a ,1, http://www.elnorte.com/seguridad/Articulo/767/1533210/
2013, 1 de Octubre    ,25.667793,-100.437012, Muere otro por ataque contra bar ,1, http://www.elnorte.com/seguridad/articulo/767/1532175/
2013, 21 de Octubre    ,25.926554,-99.18251, Levantan a joven; lo hallan degollado ,1, http://www.elnorte.com/seguridad/articulo/770/1538627/
2013, 9 de Septiembre ,25.6465707,-100.0947232, Decapita el narco a joven ,1, http://www.elnorte.com/seguridad/Articulo/763/1524769/
2013, 14 de Septiembre ,25.744056,-100.311517, Lo asesinan de un balazo en la frente ,1, http://www.elnorte.com/seguridad/articulo/764/1526942/
2013, 10 de Septiembre ,25.7245785,-100.2137565,  Hallan en San Nicol&#225;s cuerpo desmembrado  ,1, http://www.elnorte.com/seguridad/Articulo/763/1525248/
2013, 5 de Septiembre ,25.748748,-100.301222, Matan a motociclista; le disparan desde auto ,1, http://www.elnorte.com/seguridad/articulo/762/1523671/
2013, 29 de Septiembre ,25.68691,-100.333157, Ejecutan a dos j&#243;venes en ataque a bar ,2, http://www.elnorte.com/seguridad/articulo/766/1531508/
2013, 27 de Septiembre ,25.672106,-100.277329, Hallan a 2 ejecutados en camioneta ,2, http://www.elnorte.com/seguridad/articulo/766/1531062/
2013, 26 de Septiembre ,25.690903,-100.319802, Balean a otros 4; muere un menor ,1, http://www.elnorte.com/seguridad/articulo/766/1531010/
2013, 24 de Septiembre ,25.649399,-100.315797, Muere de 6 balazos joven de 14 a&#241;os ,1, http://www.elnorte.com/seguridad/articulo/766/1530292/
2013, 24 de Septiembre ,25.646121,-100.285456, Lo ejecutan por rehusar pagar piso ,1, http://www.elnorte.com/seguridad/articulo/765/1529897/
2013, 23 de Septiembre ,25.689114,-100.311141, Sale de un bar y lo ejecutan ,1, http://www.elnorte.com/seguridad/articulo/765/1529591/
2013, 19 de Septiembre ,25.639824,-100.28861, Ejecutan a uno de tres balazos ,1, http://www.elnorte.com/seguridad/articulo/765/1528364/
2013, 13 de Septiembre ,25.67191,-100.300469, Lo atan y matan en casa ,1, http://www.elnorte.com/seguridad/articulo/764/1526419/
2013, 8 de Septiembre ,25.702156,-100.290263, Levantan y matan cerca de la Polic&#237;a ,1, http://www.elnorte.com/seguridad/articulo/763/1524478/
2013, 6 de Septiembre ,25.6860332,-100.3186004, Ejecutan a una mujer de 70 a&#241;os ,1, http://www.elnorte.com/seguridad/Articulo/762/1523994/
2013, 1 de Septiembre ,25.686233,-100.31495, Ejecutan a taquero y balean a cliente  ,1, http://www.elnorte.com/seguridad/articulo/762/1522142/
2013, 16 de Septiembre ,25.628642,-100.184283, Muere a cinco d&#237;as de que fue baleado ,1, http://www.elnorte.com/seguridad/articulo/764/1527229/
2013, 5 de Septiembre ,25.662342,-100.207053, Ejecutan a joven y hieren a 3 en feria ,1, http://www.elnorte.com/seguridad/articulo/762/1523597/
2013, 26 de Septiembre ,25.739031,-100.18939, Asesinan a joven de 5 tiros ,1, http://www.elnorte.com/seguridad/articulo/766/1530998/
2013, 12 de Septiembre ,25.7815621,-100.1875974, Matan pistoleros a comerciante en auto ,1, http://www.elnorte.com/seguridad/Articulo/763/1525987/
2013, 11 de Septiembre ,25.7802165,-100.3161126, Ejecutan y tiran a mujer en Escobedo ,1, http://www.elnorte.com/seguridad/Articulo/763/1525577/
2013, 2 de Septiembre ,24.879682,-99.55243, Hallan un muerto sin lengua ,1, http://www.elnorte.com/seguridad/articulo/762/1522484/
2013, 10 de Septiembre ,25.8166667,-100.5833333, Ejecutan en Garc&#237;a a dos hermanos ,2, http://www.elnorte.com/seguridad/Articulo/763/1525155/
2013, 26 de Septiembre ,25.667793,-100.437012, Matan a 4 en bar y hieren a otros 4 ,4, http://www.elnorte.com/seguridad/articulo/766/1530707/
2013, 18 de Septiembre ,25.592768,-99.999619, Hallan a un ejecutado ,1, http://www.elnorte.com/seguridad/articulo/764/1527987/
2013, 12 de Agosto     ,25.677888,-100.109997, Tiran en autopista cabeza de mujer ,1, http://www.elnorte.com/seguridad/articulo/758/1515636/
2013, 24 de Agosto     ,25.7493469,-100.2868973, Sale de antro y lo ejecutan ,1, http://www.elnorte.com/seguridad/Articulo/760/1519543/
2013, 10 de Agosto     ,25.7493469,-100.2868973, Ejecutan a uno y hieren a otro  ,1, http://www.elnorte.com/seguridad/Articulo/758/1515144/
2013, 10 de Agosto     ,25.742404,-100.248281, Muere otro tras ataque a tiros ,1, http://www.elnorte.com/seguridad/articulo/758/1515353/
2013, 31 de Agosto     ,25.69585,-100.338784, Lo ejecutan desde auto ,1, http://www.elnorte.com/seguridad/articulo/761/1521882/
2013, 27 de Agosto     ,25.690419,-100.312504, Ejecutan de un tiro a alba&#241;il ,1, http://www.elnorte.com/seguridad/articulo/761/1520470/
2013, 24 de Agosto     ,25.7377172,-100.3634743, Lo hincan y ejecutan de un tiro ,1, http://www.elnorte.com/seguridad/Articulo/760/1519541/
2013, 20 de Agosto     ,25.6161321,-100.2707039, Descuartizan a un hombre ,1, http://www.elnorte.com/seguridad/Articulo/760/1518199/
2013, 18 de Agosto     ,25.74596,-100.343242, Abate Polic&#237;a a pistolero en un tiroteo ,1, http://www.elnorte.com/seguridad/articulo/759/1517504/
2013, 9 de Agosto     ,25.6667618,-100.2866556, Acude a visitar a su novio y la ejecutan ,1, http://www.elnorte.com/seguridad/articulo/758/1514889
2013, 4 de Agosto     ,25.684534,-100.350926, Ejecutan a joven tras levantarlo ,1, http://www.elnorte.com/seguridad/articulo/757/1513146/
2013, 1 de Agosto     ,25.7013579,-100.3041884, Levantan a mujer; luego la ejecutan ,1, http://www.elnorte.com/seguridad/Articulo/757/1512291/
2013, 31 de Agosto     ,25.696104,-100.180335, Lo asesinan de 8 balazos ,1, http://www.elnorte.com/seguridad/articulo/761/1521833/
2013, 19 de Agosto     ,25.658906,-100.269245, Lo matan frente a esposa ,1, http://www.elnorte.com/seguridad/articulo/759/1517501/
2013, 19 de Agosto     ,25.658906,-100.269245, Muere baleado ,1, http://www.elnorte.com/seguridad/articulo/759/1517840/
2013, 25 de Agosto     ,25.818127,-100.165915, Torturan y matan a 2 ,2, http://www.elnorte.com/seguridad/articulo/760/1519781/
2013, 2 de Agosto     ,25.7663437,-100.1815316, Matan a 1 y hieren a 3 en ataque ,1, http://www.elnorte.com/seguridad/Articulo/757/1512621/
2013, 1 de Agosto     ,25.7663437,-100.1815316, Lo asesinan cuando ve la televisi&#243;n ,1, http://www.elnorte.com/seguridad/Articulo/757/1512307/
2013, 18 de Agosto     ,25.795631,-100.381072, Ejecutan a hombre vestido de mujer ,1, http://www.elnorte.com/seguridad/articulo/759/1517506/
2013, 13 de Agosto     ,25.948784,-100.175915, Ejecutan a mujer en Ci&#233;nega de Flores ,1, http://www.elnorte.com/seguridad/articulo/758/1515985/
2013, 16 de Agosto     ,24.852017,-99.541712, Sacan a otro cuerpo en fosa de Linares ,1, http://www.elnorte.com/seguridad/articulo/759/1517042/
2013, 15 de Agosto     ,38.112274,-3.606777, Tiran cuerpo en basurero ,1, http://www.elnorte.com/seguridad/articulo/759/1516734/
2013, 28 de Agosto     ,25.730633,-100.810547, Hallan ejecutado a uno en Garc&#237;a ,1, http://www.elnorte.com/seguridad/articulo/761/1520779/
2013, 24 de Agosto     ,25.806701,-100.596981,Hallan en Garc?a a un ejecutado,1,http://www.elnorte.com/seguridad/Articulo/760/1519553/ 
2013, 15 de Agosto     ,25.696761,-100.544128, Lo matan de un tiro ,1, http://www.elnorte.com/seguridad/articulo/759/1516726/
2013, 27 de Agosto     ,25.69214,-100.493381, Matan afuera de casa a padre hijo y sobrino,3, http://www.elnorte.com/seguridad/articulo/761/1520469/
2013, 20 de Agosto     ,25.6795386,-100.4416842, Ejecutan a due&#241;o de pollos asados ,1, http://www.elnorte.com/seguridad/Articulo/760/1518169/
2013, 15 de Agosto     ,25.684908,-100.497801, Le falla plagio y lo ejecutan ,1, http://www.elnorte.com/seguridad/articulo/759/1516726/
2013, 14 de Agosto     ,25.562265,-99.982367, Lo atan y ejecutan en Cadereyta ,1, http://www.elnorte.com/seguridad/articulo/759/1516324/
2013, 7 de Agosto     ,25.85961,-99.942541, Oculta Estado ejecuci&#243;n de funcionario de Dr. Gonz&#225;lez ,1, http://www.elnorte.com/local/articulo/758/1514117/
2013, 31 de Agosto     ,25.643828,-100.31171, Discute y lo matan de un tiro en el pecho ,1, http://www.elnorte.com/seguridad/articulo/761/1521848/
2013, 21 de Agosto     ,25.9656878,-100.2910897, Ejecutan a hombre en Salinas Victoria ,1, http://www.elnorte.com/seguridad/Articulo/760/1518542/
2013, 18 de Agosto     ,25.965916,-100.291228, Asesinan a dos dentro de su casa ,2, http://www.elnorte.com/seguridad/articulo/759/1517505/
2013, 17 de Julio      ,25.6360763,-100.0898018, Lo matan frente a su casa ,1, http://www.elnorte.com/seguridad/articulo/754/1507685/
2013, 6 de Julio      ,25.634601,-100.088603, Lo matan en Ju&#225;rez ,1, http://www.elnorte.com/seguridad/articulo/753/1504085/
2013, 17 de Julio      ,25.73272,-100.272099, Ejecutan a uno; hay tres heridos ,1, http://www.elnorte.com/local/articulo/754/1507767/
2013, 16 de Julio      ,25.742191,-100.231361, Ejecutan a pareja en un lote bald&#237;o ,2, http://www.elnorte.com/seguridad/articulo/754/1507364/
2013, 16 de Julio      ,25.721615,-100.24047, Acribillan en casa a mujer y su hermano ,2, http://www.elnorte.com/seguridad/articulo/754/1507366/
2013, 20 de Julio      ,25.681386,-100.329069, Plagian y asfixian a comerciante ,1, http://www.elnorte.com/seguridad/articulo/755/1508652/
2013, 14 de Julio      ,25.656261,-100.326891, Ejecutan a dos en la Col. Independencia ,2, http://www.elnorte.com/seguridad/articulo/754/1506714/
2013, 14 de Julio      ,25.656261,-100.326891, Ejecutan a dos en la Col. Independencia ,2, http://www.elnorte.com/seguridad/articulo/754/1506714/
2013, 6 de Julio      ,25.691466,-100.303419, Persiguen y ejecutan a uno; sicarios dejan grave a otro ,1, http://www.elnorte.com/seguridad/articulo/753/1504086/
2013, 18 de Julio      ,25.787913,-100.061502, Acribillan a joven; le dan 10 balazos ,1, http://www.elnorte.com/seguridad/articulo/755/1508071/
2013, 8 de Julio      ,25.7842519,-100.0502741, Hallan 3 cad&#225;veres en Pesquer&#237;a ,3, http://www.elnorte.com/seguridad/Articulo/753/1504831/
2013, 21 de Julio      ,25.672338,-100.263033, Ejecutan a mujer y hieren a novio ,1, http://www.elnorte.com/seguridad/articulo/755/1508930/
2013, 4 de Julio      ,25.671531,-100.265597, Ejecutan a joven; lesionan a 2 ni&#241;os ,1, http://www.elnorte.com/seguridad/articulo/752/1503493/
2013, 20 de Julio      ,25.746716,-100.229588, Ejecutan a hombre desde un veh&#237;culo ,1, http://www.elnorte.com/seguridad/articulo/755/1508673/
2013, 19 de Julio      ,25.730729,-100.178779, Ejecutan a hombre en Apodaca ,1, http://www.elnorte.com/seguridad/articulo/755/1508447/
2013, 13 de Julio      ,25.7663437,-100.1815316, Hallan a 2 ejecutados en Apodaca ,2, http://www.elnorte.com/seguridad/Articulo/754/1506492/
2013, 6 de Julio      ,25.75257,-100.147355, Hallan a mutilado dentro de maleta ,1, http://www.elnorte.com/seguridad/articulo/753/1504085/
2013, 2 de Julio      ,25.739601,-100.205956, Lo matan en Apodaca de balazo en la cabeza ,1, http://www.elnorte.com/seguridad/articulo/752/1502754/
2013, 3 de Julio      ,25.779566,-100.575371, Dejan cuerpo encobijado ,1, http://www.elnorte.com/seguridad/articulo/752/1503093/
2013, 2 de Julio      ,25.798606,-100.396113, Abaten a 2 y hieren a 4 de banda de asaltantes ,2, http://www.elnorte.com/seguridad/articulo/752/1502760/
2013, 29 de Julio      ,25.70697,-100.600777, Lo torturan y lo ejecutan ,1, http://www.elnorte.com/seguridad/articulo/756/1511320/
2013, 28 de Julio      ,25.568691,-99.981508, Hallan en Cadereyta a hombre ejecutado ,1, http://www.elnorte.com/seguridad/articulo/756/1511016/
2013, 17 de Julio      ,26.6597107,-99.9869346, Abaten a pistolero en enfrentamiento ,1, http://www.elnorte.com/seguridad/articulo/754/1507734/
2013, 1 de Junio      ,25.6773948,-100.2025565, Bajan de taxi y matan a 4 ,4, http://www.elnorte.com/seguridad/Articulo/747/1493028/
2013, 1 de Junio      ,25.75,-100.2833333, La balean en bar; muere en hospital ,1, http://www.elnorte.com/seguridad/Articulo/747/1493026/
2013, 30 de Junio      ,25.629774,-100.287323, Ejecutan dormidos a hombre y su hijo ,2, http://www.elnorte.com/seguridad/articulo/752/1502043/
2013, 26 de Junio      ,25.671313,-100.309081, Hallan a ejecutado en R&#237;o Santa Catarina ,1, http://www.elnorte.com/seguridad/articulo/751/1500825/
2013, 25 de Junio      ,25.660495,-100.3339968, Ejecutan a joven; dejan grave a otro ,1, http://www.elnorte.com/seguridad/articulo/751/1500480/
2013, 25 de Junio      ,25.68311,-100.307472, Lo asesinan en el Centro ,1, http://www.elnorte.com/seguridad/articulo/751/1500484/
2013, 23 de Junio      ,25.6320717,-100.2860774, Primero lo asaltan y luego lo matan ,1, http://www.elnorte.com/seguridad/Articulo/751/1500093/
2013, 19 de Junio      ,25.713408,-100.342587, Matan a tr&#225;nsito en zona escolar ,1, http://www.elnorte.com/seguridad/articulo/750/1498659/
2013, 15 de Junio      ,25.7482223,-100.3528126, Intenta salvarse; lo mata pistolero ,1, http://www.elnorte.com/seguridad/Articulo/749/1497477/
2013, 9 de Junio      ,25.671313,-100.309081, Muere a balazos en hotel   ,1, http://www.elnorte.com/seguridad/Articulo/748/1495463/
2013, 4 de Junio      ,25.703045,-100.293417, Siguen a rivales; asesinan a mujer ,1, http://www.elnorte.com/seguridad/articulo/747/1493867/
2013, 27 de Junio      ,25.663848,-100.219678, Matan sicarios a 3 en un billar ilegal ,3, http://www.elnorte.com/seguridad/articulo/751/1501272/
2013, 24 de Junio      ,25.7663437,-100.1815316, Cuelgan cuerpo en puente  ,1, http://www.elnorte.com/seguridad/Articulo/751/1500096/
2013, 10 de Junio      ,25.7670837,-100.195616, Acribillaban a hombre desde un veh&#237;culo ,1, http://www.elnorte.com/seguridad/Articulo/748/1495785/
2013, 6 de Junio      ,25.701634,-100.131841, Matan a taquero de tres balazos ,1, http://www.elnorte.com/seguridad/articulo/748/1494653/
2013, 11 de Junio      ,25.806189,-100.369302, La ejecutan en camioneta ,1, http://www.elnorte.com/seguridad/articulo/749/1496145/
2013, 24 de Junio      ,24.8597222,-99.5666667, Tiran en Linares a un decapitado ,1, http://www.elnorte.com/seguridad/Articulo/751/1500121/
2013, 22 de Junio      ,24.792968,-99.442062, Deg&#252;ellan a abogado ,1, http://www.elnorte.com/seguridad/articulo/750/1499610/
2013, 22 de Junio      ,24.859649,-99.569607, Hallan otro cad&#225;ver acuchillado ,1, http://www.elnorte.com/seguridad/articulo/750/1499611/
2013, 29 de Junio      ,25.806701,-100.596981, Matan a dos a tiros ,2, http://www.elnorte.com/seguridad/Articulo/751/1501864/
2013, 18 de Junio      ,25.915747,-100.686092, Encuentran dos cuerpos enterrados ,2, http://www.elnorte.com/seguridad/articulo/750/1498267/
2013, 3 de Junio      ,25.806701,-100.596981, Ejecutan a hombre en Garc&#237;a ,1, http://www.elnorte.com/seguridad/Articulo/747/1493493/
2013, 17 de Junio      ,25.4118027,-100.1688119, Hallan a calcinado en una camioneta ,1, http://www.elnorte.com/seguridad/Articulo/749/1497933/
2013, 30 de Junio      ,25.706216,-99.233816, Matan a mujer y levantan a su esposo  ,1, http://www.elnorte.com/seguridad/articulo/752/1502091/
2013, 24 de Junio      ,25.591932,-100.000305, Hallan a mujer asesinada en Cadereyta ,1, http://www.elnorte.com/seguridad/Articulo/751/1500092/
2013, 14 de Junio      ,25.591932,-100.000305, Matan a ex polic&#237;a y lo dejan en taxi ,1, http://www.elnorte.com/seguridad/Articulo/749/1497183/
2013, 18 de Junio      ,26.409091,-100.141754, Abate Ej&#233;rcito a delincuente en un tiroteo ,1, http://www.elnorte.com/seguridad/articulo/750/1498266/
2013, 27 de Junio      ,25.881079,-100.266981, Tiran en una zanja a pareja asesinada ,2, http://www.elnorte.com/seguridad/articulo/751/1501176/
2013, 28 de Mayo       ,25.851809,-99.976959, Abate Ministerial a cuatro en Mar&#237;n ,4, http://www.elnorte.com/seguridad/articulo/746/1491646/
2013, 29 de Mayo       ,25.732314,-100.267485, Ejecutan a mujer de seis balazos ,1, http://www.elnorte.com/seguridad/articulo/747/1492015/
2013, 22 de Mayo       ,25.716888,-100.260458, Lo asesinan desde taxi ,1, http://www.elnorte.com/seguridad/articulo/745/1489800/
2013, 18 de Mayo       ,25.7191147,-100.2606566, Ejecutan a ex reo en San Nicol&#225;s ,1, http://www.elnorte.com/seguridad/Articulo/745/1488525/
2013, 16 de Mayo       ,25.714887,-100.234784, Ejecutan a encargado de dep&#243;sito ,1, http://www.elnorte.com/seguridad/articulo/745/1488233/
2013, 26 de Mayo       ,25.7330836,-100.378896, Abate ministerial a extorsionador ,1, http://www.elnorte.com/seguridad/Articulo/746/1490962/
2013, 21 de Mayo       ,25.750193,-100.43021, Abaten a 5 en Cumbres ,5, http://www.elnorte.com/seguridad/articulo/745/1489455/
2013, 20 de Mayo       ,25.7229063,25.7229063, Abaten agentes a un pistolero ,1, http://www.elnorte.com/seguridad/Articulo/745/1489090/
2013, 15 de Mayo       ,25.766871,-100.392026, Ejecutan sicarios a cuatro en un bar ,4, http://www.elnorte.com/seguridad/articulo/744/1487579/
2013, 2 de Mayo       ,25.637193,-100.302837, Ejecutan en casa a mujer y su hijo ,2, http://www.elnorte.com/seguridad/articulo/742/1483458/
2013, 22 de Mayo       ,25.66731,-100.224774,  Fallece mesera por ataque a bar; suman 3  ,1, http://www.elnorte.com/seguridad/articulo/745/1489792/
2013, 21 de Mayo       ,25.66731,-100.224774,  Atacan otro bar; ejecutan a dos  ,2, http://www.elnorte.com/seguridad/articulo/745/1489438/
2013, 12 de Mayo       ,22.7552692,-102.5157567, Abaten a 2 tras persecuci&#243;n ,2, http://www.elnorte.com/seguridad/Articulo/744/1486521/
2013, 9 de Mayo       ,25.65528,-100.22236, Ejecutan a taxista pirata en Guadalupe ,1, http://www.elnorte.com/seguridad/articulo/743/1485715/
2013, 23 de Mayo       ,25.762349,-100.232627, Le dan 6 balazos y la cubren con piedras ,1, http://www.elnorte.com/seguridad/articulo/746/1490168/
2013, 22 de Mayo       ,25.775006,-100.239172, Abaten agentes a dos ,2, http://www.elnorte.com/seguridad/articulo/745/1489833/
2013, 18 de Mayo       ,25.7178242,-100.1797806, Rafaguean a familia en Apodaca ,3, http://www.elnorte.com/seguridad/Articulo/745/1488523/
2013, 1 de Mayo       ,25.702833,-100.147494, Lo asesinan de 6 balazos en Apodaca ,1, http://www.elnorte.com/seguridad/articulo/742/1483120/
2013, 22 de Mayo       ,25.808855,-100.447054, Hallan en Garc&#237;a restos de ejecutado  ,1, http://www.elnorte.com/seguridad/articulo/745/1489597/
2013, 5 de Mayo       ,25.7910851,-100.424555, Ejecutan y cuelgan a hombre ,1, http://www.elnorte.com/seguridad/Articulo/743/1484269/
2013, 30 de Mayo       ,25.681979,-100.443374, Encuentran a 2 ejecutados ,2, http://www.elnorte.com/seguridad/articulo/747/1492393/
2013, 30 de Mayo       ,25.704186,-100.516148, Encuentran a 2 ejecutados ,2, http://www.elnorte.com/seguridad/articulo/747/1492393/
2013, 12 de Mayo       ,25.6629236,-100.4530032, Matan a polic&#237;a en ataque a cuartel ,1, http://www.elnorte.com/seguridad/Articulo/744/1486498/
