1987,0.02,0.045,0.01,0.025,0.22,0.04,0.015,0.135,0.145,0.015,0.065,0.02,0.02,0.21,0.015
1988,0.0284900285,0.0740740741,0.0085470085,0.0170940171,0.2336182336,0.0256410256,0.0598290598,0.1566951567,0.0997150997,0.0085470085,0.0683760684,0.0541310541,0.0056980057,0.1367521368,0.0227920228
1989,0.0145208132,0.0542110358,0.0096805421,0.01839303,0.1248789932,0.0232333011,0.0638915779,0.2381413359,0.0909970958,0.0077444337,0.0222652469,0.0813165537,0.013552759,0.1945788964,0.0425943853
1990,0.0076555024,0.0507177033,0.0271132376,0.0232854864,0.1151515152,0.0328548644,0.0462519936,0.2344497608,0.1001594896,0.0076555024,0.0360446571,0.0727272727,0.0130781499,0.1990430622,0.0338118022
1991,0.007583682,0.0528242678,0.0201359833,0.0180439331,0.1040794979,0.0358263598,0.0530857741,0.2400627615,0.1066945607,0.0067991632,0.03791841,0.0857740586,0.007583682,0.1908995816,0.0353033473
1992,0.0092512287,0.0517490604,0.0213934663,0.016767852,0.0980052038,0.04191963,0.0485689506,0.2318589188,0.1063891298,0.0086730269,0.0407632264,0.0855738653,0.0156114484,0.1902283897,0.0332466031
1993,0.0111731844,0.0519795968,0.0451785281,0.0235608453,0.1020160311,0.0352198203,0.0643672577,0.2229778965,0.1056594608,0.0082584406,0.0291474375,0.0881709983,0.0126305562,0.1736701482,0.0259897984
1994,0.0128133705,0.0448467967,0.0359331476,0.0231197772,0.1147632312,0.0454038997,0.0727019499,0.2052924791,0.095264624,0.0111420613,0.0420612813,0.0857938719,0.0136490251,0.1746518106,0.0225626741
1995,0.0160309563,0.0605306799,0.0268103925,0.0339966833,0.1108347153,0.0406301824,0.0870646766,0.2330016584,0.0735212825,0.0066334992,0.041182974,0.0942509674,0.0132669983,0.1351575456,0.0270867883
1996,0.0159076051,0.0645020702,0.0263674003,0.0353018087,0.1067770756,0.0355197211,0.0906515581,0.218348224,0.0967531053,0.0078448464,0.0265853127,0.0808455001,0.0137284812,0.1634342994,0.0174329919
1997,0.0094304036,0.0603545832,0.0433798567,0.0396076952,0.1029800075,0.0320633723,0.0724254998,0.2478310072,0.083364768,0.007921539,0.0301772916,0.0792153904,0.0109392682,0.1531497548,0.0271595624
1998,0.0139053254,0.0795857988,0.0266272189,0.0393491124,0.0937869822,0.0139053254,0.1056213018,0.2772189349,0.048816568,0.0100591716,0.0171597633,0.1390532544,0.0076923077,0.1073964497,0.0198224852
1999,0.0097305389,0.0703592814,0.0333083832,0.0355538922,0.0905688623,0.0164670659,0.1051646707,0.2997754491,0.0452844311,0.0116017964,0.0168413174,0.1182634731,0.0108532934,0.1081586826,0.0280688623
2000,0.0198461538,0.0989230769,0.0324615385,0.0641538462,0.1149230769,0.0106153846,0.1375384615,0.2641538462,0.0369230769,0.0129230769,0.0076923077,0.0921538462,0.0058461538,0.0798461538,0.022
2001,0.0183943709,0.0917502355,0.0291982935,0.0772341958,0.1180120782,0.012798493,0.1633885534,0.2315363732,0.0418859771,0.0136849687,0.0141282065,0.078009862,0.0059283063,0.0875948806,0.0164552053
2002,0.0256367502,0.0999624828,0.0354329067,0.1163449915,0.1537371295,0.0062528659,0.1793321939,0.2147651007,0.0203426571,0.0123389887,0.0072950102,0.0559423069,0.0056275793,0.0559839927,0.011005044
2003,0.0334465156,0.0871272492,0.0396137944,0.1411775576,0.166193149,0.0055205229,0.167833137,0.207701014,0.0122190654,0.0093086642,0.0043656018,0.0667082438,0.0048737671,0.0471438801,0.0067678378
2004,0.0414952661,0.0895200784,0.0411851126,0.1587006203,0.1737349004,0.0033137447,0.1880346066,0.1835128959,0.0065458701,0.0072151485,0.0023669605,0.0566274894,0.0051093699,0.0386059419,0.0040319948
2005,0.0392632256,0.0823757871,0.0389874523,0.1624189916,0.1722319254,0.0034012042,0.1988670313,0.1703474744,0.0046766558,0.0063887484,0.0012754516,0.0679436503,0.0055154663,0.0427103921,0.0035965436
2006,0.0460316768,0.0900671932,0.0476678738,0.161514464,0.1759893538,0.0035996335,0.1788472446,0.1794035516,0.0053012784,0.0068829356,0.0021597801,0.0507657402,0.0066974999,0.0416575767,0.0034141978
2007,0.0470841805,0.0863580309,0.0514948505,0.1630503616,0.1735382017,0.00285527,0.1819595818,0.1778377718,0.00402182,0.0071437301,0.00114433,0.0491617505,0.0072326101,0.0441733604,0.00294415
2008,0.0492508827,0.0876324077,0.0515793492,0.1634602538,0.1708082832,0.0034449852,0.1797690619,0.1780513408,0.0044279034,0.0069185991,0.0013741769,0.0453382956,0.0083118618,0.0458154404,0.0038171581
2009,0.0489267649,0.0845831525,0.0513186219,0.1697421224,0.1758989396,0.0035434919,0.1714075636,0.1768645412,0.0035257745,0.0067857871,0.0012047873,0.0475979554,0.0091599266,0.0466146364,0.0028259348
2010,0.0506588718,0.0845807501,0.0539669818,0.1642582683,0.1733653929,0.0032609635,0.1841383591,0.1716524049,0.0035595578,0.0065376425,0.0013201009,0.0430840071,0.0098378948,0.0462585355,0.003520269
2011,0.0503583754,0.0841252986,0.0539155827,0.1708322272,0.1597292275,0.0039354924,0.1998407221,0.1653172286,0.0038425803,0.0076254314,0.0009092116,0.0391558269,0.0110631802,0.0456065835,0.0037430316
2012,0.0508854045,0.0853699766,0.0567380149,0.1639857854,0.1513790072,0.0048308453,0.201828659,0.1653456346,0.0038316191,0.0074904397,0.0010217651,0.0403371825,0.0115925261,0.0513436962,0.0040194436
2013,0.0488070893,0.0884798909,0.057532379,0.1618268575,0.1353783231,0.0080436264,0.1903203817,0.1690524881,0.0092706203,0.0047716428,0.0059986367,0.0334014997,0.0158145876,0.0631220177,0.0081799591
